23.8,6.9
23.7907,6.84227
23.7453,6.86322
23.697,6.87601
23.6471,6.87891
23.5972,6.8816
23.5472,6.88398
23.4973,6.88621
23.4473,6.88822
23.3973,6.89015
23.3474,6.89194
23.2974,6.8937
23.2474,6.89538
23.1975,6.89706
23.1475,6.89869
23.0975,6.90034
23.0475,6.90197
22.9976,6.90362
22.9476,6.90527
22.8976,6.90695
22.8477,6.90865
22.7977,6.91038
22.7477,6.91212
22.6977,6.91372
22.6478,6.91519
22.5978,6.91654
22.5478,6.91778
22.4978,6.91893
22.4478,6.91999
22.3978,6.92098
22.3478,6.92189
22.2978,6.92274
22.2479,6.92353
22.1979,6.92427
22.1479,6.92495
22.0979,6.92559
22.0479,6.92619
21.9979,6.92675
21.9479,6.92728
21.8979,6.92777
21.8479,6.92823
21.7979,6.92867
21.7479,6.92907
21.6979,6.92946
21.6479,6.92981
21.5979,6.93015
21.5479,6.93047
21.4979,6.93077
21.4479,6.93106
21.3979,6.93132
21.3479,6.93158
21.2979,6.93182
21.2479,6.93204
21.1979,6.93225
21.1479,6.93246
21.0979,6.93265
21.0479,6.93283
20.9979,6.933
20.9479,6.93316
20.8979,6.93331
20.8479,6.93346
20.7979,6.9336
20.7479,6.93373
20.6979,6.93385
20.6479,6.93397
20.5979,6.93408
20.5479,6.93419
20.4979,6.93429
20.4479,6.93439
20.3979,6.93448
20.3479,6.93457
20.2979,6.93466
20.2479,6.93474
20.1979,6.93482
20.1479,6.9349
20.0979,6.93497
20.0479,6.93504
19.9979,6.93512
19.9479,6.93518
19.8979,6.93525
19.8479,6.93532
19.7979,6.93538
19.7479,6.93545
19.6979,6.93551
19.6479,6.93558
19.5979,6.93565
19.5479,6.93571
19.4979,6.93578
19.4479,6.93585
19.3979,6.93593
19.3479,6.93601
19.2979,6.93609
19.2479,6.93617
19.1979,6.93626
19.1479,6.93636
19.0979,6.93646
19.0479,6.93657
18.9979,6.93669
18.9479,6.93682
18.8979,6.93696
18.8479,6.93711
18.7979,6.93728
18.7479,6.93746
18.6979,6.93766
18.6479,6.93788
18.5979,6.93812
18.5479,6.93838
18.4979,6.93868
18.4479,6.939
18.3979,6.93935
18.3479,6.93975
18.2979,6.94018
18.2479,6.94066
18.1979,6.94119
18.1479,6.94178
18.0979,6.94243
18.0479,6.94315
17.9979,6.94395
17.9479,6.94484
17.898,6.94583
17.848,6.94692
17.798,6.94813
17.748,6.94947
17.698,6.95096
17.648,6.95262
17.5981,6.95446
17.5481,6.9565
17.4982,6.95876
17.4482,6.96128
17.3983,6.96407
17.3484,6.96717
17.2985,6.97062
17.2487,6.97445
17.1989,6.97871
17.1491,6.98343
17.0994,6.98868
17.0497,6.99451
17,7
17,7
